Customer ID,network_age,Customer tenure in month,Total Spend in Months 1 and 2 of 2017,Total SMS Spend,Total Data Spend,Total Data Consumption,Total Unique Calls,Total Onnet spend ,Total Offnet spend,Total Call centre complaint calls,Network type subscription in Month 1,Network type subscription in Month 2,Most Loved Competitor network in in Month 1,Most Loved Competitor network in in Month 2,Churn Status
ADF1817,369,12.30,1827.44,51.99,0,941.4883,1086,11064,62435,1,Other,Other,Zintel,Uxaa,1
ADF1821,103,3.43,1892.1272,78.69,116.25,158633.584,138,105468,5688,1,Other,Other,0,Uxaa,1
ADF1841,2392,79.73,3170.14,5.25,41.25,8041.1484,353,54514,73881,1,Other,Other,0,Uxaa,1
ADF1848,594,19.80,5221.15,19.68,83.75,694552.8369,424,53605,81021,1,Other,Other,ToCall,Uxaa,1
ADF1849,3804,126.80,5426.89,0,0,54.8057,2596,0,14579,3,Other,Other,Zintel,Uxaa,1
ADF1855,1965,65.50,10042.3532,1.75,2.5,41.7314,1705,381174,431440,1,Other,Other,Zintel,Uxaa,1
ADF1895,101,3.37,44.97,0.61,0,313266.3779,11,348,3466,1,Other,Other,ToCall,Weematel,1
ADF1896,372,12.40,68.748,19.12,2.48,51.8125,13,358,3232,1,Other,Other,Weematel,Weematel,1
ADF1901,1489,49.63,142.3388,9.56,0,517720.3789,69,813,6680,1,Other,Other,Weematel,Weematel,1
ADF1907,2281,76.03,789.44,5.25,7.5,979067.5381,207,22062,16827,1,Other,Other,Weematel,Weematel,1
ADF1913,1964,65.47,1174.822,1.75,238.75,5272612.691,115,4512,24678,1,Other,Other,Weematel,Weematel,1
ADF1955,136,4.53,208.056,24.5,0,2581.9473,58,8364,6883,1,Other,Other,Zintel,Zintel,0
ADF1959,2252,75.07,535.63,1.75,7.5,1919857.372,131,8820,23657,2,Other,Other,ToCall,Zintel,0
ADF1972,415,13.83,70.8648,9.56,0,3658.9395,10,1253,1121,1,Other,Other,Zintel,Zintel,1
ADF1975,356,11.87,89.378,16.73,8.75,1332.4814,4,0,2607,1,Other,Other,Zintel,Zintel,1
ADF1978,107,3.57,128.51,5.98,22.5,47800.1602,17,120,6476,2,Other,Other,Mango,Zintel,1
ADF1979,107,3.57,139.136,0,20,1509481.9,8,0,2806,1,Other,Other,Zintel,Zintel,1
ADF1985,1361,45.37,204.3128,28.05,2.5,1.1426,36,966,10314,1,Other,Other,Weematel,Zintel,1
ADF1995,161,5.37,1109.198,22.64,6.25,978.1816,385,11700,67635,1,Other,Other,Zintel,Zintel,1
ADF0038,117,3.90,49.67,0,38.75,6941.0615,1,0,1092,1,,3G,Mango,Mango,0
ADF0042,247,8.23,152.912,0.02,15,32417384.89,6,12,1145,2,,3G,Mango,Mango,0
ADF0065,597,19.90,763.92,88.87,31.25,314353.6328,82,7155,21202,1,,,Zintel,Mango,0
ADF0081,546,18.20,85.65,13.7,0,48.4814,17,420,5459,1,,,ToCall,Mango,1
ADF0098,2400,80.00,185.7184,17.86,22.5,2643.9883,18,24,6475,1,,,Mango,Mango,1
ADF0101,1364,45.47,225.4588,19.87,18.75,27652.7637,27,753,4734,1,,,Mango,Mango,1
ADF0106,189,6.30,649.86,10.76,1.25,64,281,4530,45501,1,,,Mango,Mango,1
ADF0127,1877,62.57,1311.07,45.03,37.5,50528.8896,256,16572,60863,1,,,Weematel,Mango,1
ADF0137,987,32.90,3847.5,155.75,280,370332.6133,544,52512,229965,1,,,ToCall,Mango,1
ADF0256,1264,42.13,28.704,0.62,7.5,12453173.39,8,0,1432,1,,3G,PQza,PQza,0
ADF0262,193,6.43,113.7356,0,36.25,2970883.125,4,0,716,2,,,PQza,PQza,0
ADF0267,1236,41.20,145.33,0,32.5,2051331.76,4,0,716,1,,3G,PQza,PQza,0
ADF0285,1058,35.27,277.75,4.14,3.75,173652.1992,15,131,2337,1,,,PQza,PQza,0
ADF0291,224,7.47,312.0668,8.75,97.5,1434072.182,16,1559,2749,2,,,PQza,PQza,0
ADF0293,2130,71.00,315.93,50.51,102.5,223510.1436,28,1422,6606,2,,,PQza,PQza,0
ADF0297,412,13.73,333.99,1.23,153.75,4365315.423,5,0,908,1,,,PQza,PQza,0
ADF0304,1476,49.20,402.1204,0,121.25,1835788.702,4,0,716,2,,,PQza,PQza,0
ADF0313,117,3.90,475.9704,81.37,0,4282439.772,28,1056,19584,4,,3G,Weematel,PQza,0
ADF0317,109,3.63,487.4,3.5,45,52642.8291,33,120,0,3,,3G,ToCall,PQza,0
ADF0320,102,3.40,526.86,26.25,1.25,1021022.577,38,348,5196,1,,,Zintel,PQza,0
ADF0333,2322,77.40,757.268,31.22,81.5,26109600.31,26,502,9249,1,,,Weematel,PQza,0
ADF0339,973,32.43,1083.456,43.04,31.25,1885998.199,37,2737,8796,3,,,PQza,PQza,0
ADF0351,99,3.30,16.152,0,11.25,620062.2246,1,0,179,1,,,PQza,PQza,1
ADF0354,1092,36.40,19.8604,11.31,1.25,64,2,216,179,1,,,Uxaa,PQza,1
ADF0363,239,7.97,26.452,13.7,1.25,0.6953,5,12,827,1,,,Uxaa,PQza,1
ADF0371,115,3.83,35.48,0,21.25,1079.5459,1,0,179,2,,3G,PQza,PQza,1
ADF0377,115,3.83,41.01,0,18.75,8033337.324,10,0,1616,1,,3G,PQza,PQza,1
ADF0391,344,11.47,43.87,21.51,0,106.6865,1,0,179,1,,,PQza,PQza,1
ADF0409,3675,122.50,56.3424,38.24,1.25,21.126,2,0,358,1,,3G,PQza,PQza,1
ADF0410,98,3.27,56.37,0,25,2893799.543,5,780,537,2,,3G,PQza,PQza,1
ADF0417,105,3.50,60.242,0,30,1000420.099,2,0,299,1,,,PQza,PQza,1
ADF0420,718,23.93,60.4104,21.1,0,34.6455,14,3106,179,1,,,PQza,PQza,1
ADF0421,1330,44.33,60.5036,0.03,32.5,9527230.541,14,36,1876,2,,,PQza,PQza,1
ADF0440,119,3.97,75.736,0.02,52.5,355209.9775,5,0,836,2,,3G,Mango,PQza,1
ADF0442,1277,42.57,76.3804,16.06,13.75,102332.8555,4,0,431,1,,3G,PQza,PQza,1
ADF0444,1146,38.20,78.702,18.48,20,2686.0938,6,0,830,1,,,Weematel,PQza,1
ADF0446,104,3.47,80.12,0,0,1667697.537,11,0,1792,3,,,Mango,PQza,1
ADF0447,505,16.83,81.302,11.95,1.25,21.3867,13,2725,1422,1,,,Uxaa,PQza,1
ADF0451,160,5.33,89.22,23.9,0,1436.1211,29,36,1988,2,,,Weematel,PQza,1
ADF0457,1499,49.97,99.78,0,0,105437.749,8,0,1432,1,,3G,PQza,PQza,1
ADF0458,649,21.63,101.3784,9.56,22.5,14937.3486,14,0,3536,1,,,PQza,PQza,1
ADF0460,112,3.73,103.1084,1.74,8.75,1262138.999,13,3624,3572,1,,,PQza,PQza,1
ADF0475,1443,48.10,128.17,4.78,15,636754.415,12,2124,1655,1,,,Uxaa,PQza,1
ADF0480,839,27.97,136.776,25.01,57.5,13242.5566,1,0,179,1,,,PQza,PQza,1
ADF0484,110,3.67,141.1888,40.27,0,1212.2646,22,348,3511,1,,3G,Uxaa,PQza,1
ADF0488,1232,41.07,145.33,0,32.5,2051331.76,4,0,716,1,,3G,PQza,PQza,1
ADF0490,591,19.70,152.478,34.02,16.25,1106.2207,20,2749,2426,1,,,PQza,PQza,1
ADF0491,2773,92.43,152.81,3.5,18.75,79060.7529,16,1032,7718,9,,,PQza,PQza,1
ADF0494,397,13.23,155.446,28.98,1.25,0.2344,31,3636,5202,1,,,PQza,PQza,1
ADF0511,99,3.30,200.95,11.96,0,12104261.51,4,0,657,3,,3G,PQza,PQza,1
ADF0513,348,11.60,202.0064,98.39,3.75,5577.5479,25,0,5224,1,,,PQza,PQza,1
ADF0517,1573,52.43,209.3916,47.58,30,88303.875,36,12,7199,1,,,PQza,PQza,1
ADF0524,302,10.07,220.274,20.23,25,230911.1406,17,0,3283,1,,,ToCall,PQza,1
ADF0525,3850,128.33,225.0916,33.76,6.25,202.6494,51,972,10362,1,,,PQza,PQza,1
ADF0537,2932,97.73,818.37,43.08,5,138.1816,111,19589,21117,1,,3G,0,PQza,1
ADF0539,192,6.40,845.9964,26.95,1.25,6248.2051,138,1986,26787,1,,,0,PQza,1
ADF0549,784,26.13,1137.2004,10.16,70,9725620.331,112,5716,34606,1,,,PQza,PQza,1
ADF0561,146,4.87,1825.466,0.73,493.75,7293387.495,29,0,5279,1,,,PQza,PQza,1
ADF0580,119,3.97,144.042,75.26,3.75,32554.6211,5,120,588,3,,,Uxaa,ToCall,0
ADF0584,631,21.03,365.9408,131.69,43.75,3084.3545,33,36,7018,1,,3G,ToCall,ToCall,0
ADF0585,116,3.87,369.39,1.75,20,2447.8164,10,120,7079,1,,3G,Uxaa,ToCall,0
ADF0590,3298,109.93,636.32,0,0,29623.6973,35,3936,7406,13,,,Uxaa,ToCall,0
ADF0596,151,5.03,1001.53,11.96,23.75,12126050.96,62,204,9770,1,,,Zintel,ToCall,0
ADF0597,1399,46.63,1073.018,28.64,60,7174325.615,153,5176,48808,1,,,ToCall,ToCall,0
ADF0601,1378,45.93,45.7048,9.56,3.75,7.7002,8,0,1685,1,,,ToCall,ToCall,1
ADF0603,111,3.70,59.3204,11.97,0,6944.3086,15,564,2915,1,,,Uxaa,ToCall,1
ADF0607,198,6.60,70.528,26.52,0,222280.8135,37,240,3156,1,,,Uxaa,ToCall,1
ADF0621,662,22.07,186.4072,18.48,30,1752.0635,30,0,9188,1,,,Zintel,ToCall,1
ADF0622,148,4.93,189.1836,0,5,250.5811,58,420,4565,2,,,ToCall,ToCall,1
ADF1031,123,4.10,27.51,1.75,17.5,398.6514,5,348,478,1,,3G,Uxaa,Uxaa,0
ADF1045,139,4.63,106.12,2.39,7.5,324231.1182,18,4188,2685,5,,,Uxaa,Uxaa,0
ADF1046,1354,45.13,108.8464,0,1.25,0.1172,41,498,1858,1,,,Weematel,Uxaa,0
ADF1051,117,3.90,136.13,0,8.75,533977.6279,14,6192,358,2,,3G,Uxaa,Uxaa,0
ADF1060,112,3.73,170.8664,1.75,45,435072.4121,44,8184,3066,1,,3G,ToCall,Uxaa,0
ADF1063,118,3.93,175.29,101.67,2.5,114262.0723,18,3588,1920,3,,3G,Mango,Uxaa,0
ADF1079,139,4.63,227.862,2.95,42.5,1461620.516,17,2568,1701,1,,,Mango,Uxaa,0
ADF1088,114,3.80,272.67,57.75,22.5,24673.2725,60,3864,7401,2,,3G,Zintel,Uxaa,0
ADF1095,115,3.83,298.578,0,5.27,2368606.361,14,847,228,4,,3G,ToCall,Uxaa,0
ADF1096,223,7.43,300.938,0,73.75,59700.0996,14,834,1188,2,,,Uxaa,Uxaa,0
ADF1105,3089,102.97,342.046,93.24,16.25,117214.833,87,9900,5456,1,,,Mango,Uxaa,0
ADF1117,1453,48.43,373.86,36.75,66.25,63943.9473,35,14628,4552,1,,3G,ToCall,Uxaa,0
ADF1119,153,5.10,386.46,21.87,27.5,2885566.521,54,7464,6753,1,,,Uxaa,Uxaa,0
ADF1123,1771,59.03,396.212,5.85,1.25,4.1377,50,17497,2940,1,,,Zintel,Uxaa,0
ADF1130,112,3.73,418.4264,0,95,2779944,43,672,3713,2,,,Uxaa,Uxaa,0
ADF1131,1627,54.23,418.932,7.59,12.5,80186.9229,97,7246,3095,1,,,PQza,Uxaa,0
ADF1137,814,27.13,427.56,16.48,2.5,12.8691,107,5370,7811,3,,,ToCall,Uxaa,0
ADF1141,4153,138.43,437.7,0,0,501447.1855,64,0,0,3,,,Mango,Uxaa,0
ADF1142,1268,42.27,439.628,5.25,113.75,28953422.55,43,4453,4251,2,,,PQza,Uxaa,0
ADF1147,1525,50.83,457.97,0,12.5,569109.3477,132,0,179,1,,,Zintel,Uxaa,0
ADF1148,120,4.00,458.0692,0,61.25,13718896.96,140,1476,2767,1,,3G,Uxaa,Uxaa,0
ADF1156,104,3.47,470.66,0,0,118357.4561,109,0,895,2,,,Weematel,Uxaa,0
ADF1161,3795,126.50,477.948,7.87,43.75,204696.3447,96,9162,11129,1,,,Weematel,Uxaa,0
ADF1163,110,3.67,478.43,50.75,0,262430.7578,137,0,14280,1,,3G,Zintel,Uxaa,0
ADF1166,109,3.63,486.64,0,0,99298.3027,200,0,2484,1,,3G,0,Uxaa,0
ADF1171,3192,106.40,494.73,2.35,27.5,2555.8096,87,15430,14389,1,,,PQza,Uxaa,0
ADF1182,4154,138.47,517.23,63.34,8.75,85047.6143,181,26352,7709,1,,,Uxaa,Uxaa,0
ADF1183,116,3.87,517.79,0,40,4692574.159,53,3408,2648,1,,3G,Mango,Uxaa,0
ADF1193,101,3.37,529.9904,42,18.75,88869.6904,49,792,1716,1,,3G,Mango,Uxaa,0
ADF1205,139,4.63,554.5116,22.64,147.5,17472136.53,31,852,6541,1,,,Zintel,Uxaa,0
ADF1206,2762,92.07,555.804,16.22,1.86,647323.0293,197,4821,13725,2,,,Uxaa,Uxaa,0
ADF1213,121,4.03,572.69,53.38,15,448454.5781,107,0,645,4,,3G,0,Uxaa,0
ADF1216,118,3.93,580.58,38.5,12.5,328089.8887,105,5352,2568,4,,3G,PQza,Uxaa,0
ADF1223,3521,117.37,602.83,21.87,3.75,121075.4375,180,8571,2008,1,,,ToCall,Uxaa,0
ADF1231,4846,161.53,616.95,3.5,0,53964.1377,560,1716,12965,4,,,Uxaa,Uxaa,0
ADF1236,122,4.07,634.558,9.36,43.75,2599025.296,335,8340,4168,2,,3G,Uxaa,Uxaa,0
ADF1238,682,22.73,638.0412,64.95,3.75,1966650.778,311,4458,3678,4,,,ToCall,Uxaa,0
ADF1243,2667,88.90,649.458,26,45,1767.665,400,7451,6932,1,,,Uxaa,Uxaa,0
ADF1249,1341,44.70,668.8748,36.41,0,213.0723,262,8316,13149,7,,,0,Uxaa,0
ADF1256,122,4.07,677.56,24.94,1.25,303483.6201,242,5544,5363,1,,3G,Weematel,Uxaa,0
ADF1260,2054,68.47,691.21,0,5,306773.4971,317,1356,14082,2,,,Uxaa,Uxaa,0
ADF1263,1209,40.30,699.21,0,0.62,2868393.475,60,13477,5879,1,,,0,Uxaa,0
ADF1265,108,3.60,707.7408,56.73,15,200597.3955,88,3936,3415,2,,3G,Mango,Uxaa,0
ADF1270,126,4.20,718.68,0.01,10,80579.5869,179,7008,14016,1,,3G,PQza,Uxaa,0
ADF1280,1921,64.03,740.068,3.5,45,1540.4825,111,23520,26018,1,,,ToCall,Uxaa,0
ADF1286,120,4.00,780.2324,4.46,2.5,647824.2949,168,1656,26230,2,,3G,Zintel,Uxaa,0
ADF1303,116,3.87,832.0504,145.25,26.25,1949698.94,127,1800,3094,2,,3G,Zintel,Uxaa,0
ADF1311,127,4.23,840.952,59.85,21.25,465585.9326,190,25272,2736,2,,3G,Mango,Uxaa,0
ADF1321,2272,75.73,875.4,0,0,1564279.613,712,0,0,1,,,Mango,Uxaa,0
ADF1343,351,11.70,893.57,0.6,0,4149373.766,405,0,563,3,,3G,ToCall,Uxaa,0
ADF1368,5363,178.77,922.718,11.23,32.5,1838701.68,929,0,0,3,,,Zintel,Uxaa,0
ADF1377,223,7.43,946.016,7,56.25,37142039.56,79,4734,9484,2,,,Zintel,Uxaa,0
ADF1384,115,3.83,960.686,0,8.75,1349121.636,689,0,358,6,,,Weematel,Uxaa,0
ADF1386,112,3.73,962.88,382.37,20,465265.4814,187,6132,755,1,,3G,ToCall,Uxaa,0
ADF1390,4190,139.67,967.0904,25.37,115,28293803.79,36,1235,9209,1,,,ToCall,Uxaa,0
ADF1391,152,5.07,968.45,0,0,1260824.879,369,2464,3349,1,,,Uxaa,Uxaa,0
ADF1398,137,4.57,977.8632,28.65,50,214114.5029,127,28515,13603,6,,,Uxaa,Uxaa,0
ADF1400,1930,64.33,981.19,27.12,11.25,240.8408,190,21484,15690,1,,,Uxaa,Uxaa,0
ADF1401,2966,98.87,985.41,15.75,41.25,2013456.623,174,6478,29114,1,,,Mango,Uxaa,0
ADF1426,133,4.43,1044.86,19.25,6.25,464449.6962,161,2748,2208,1,,,ToCall,Uxaa,0
ADF1451,834,27.80,1091.16,0,2.5,353192.4229,680,306,14438,1,,,Mango,Uxaa,0
ADF1454,856,28.53,1099.2964,2.95,2.5,117901.6543,288,9288,13159,1,,,Uxaa,Uxaa,0
ADF1467,4131,137.70,1130.03,11.96,1.25,1759968.18,1002,0,179,1,,,Weematel,Uxaa,0
ADF1468,418,13.93,1132.1364,66.17,31.25,2477681.597,686,4176,26548,1,,,Uxaa,Uxaa,0
ADF1472,706,23.53,1141.408,65.09,27.5,457845.25,105,2262,5888,1,,,Uxaa,Uxaa,0
ADF1483,126,4.20,1165.5608,873.98,3.75,26.582,39,17904,1101,1,,3G,Uxaa,Uxaa,0
ADF1509,185,6.17,1227.49,12.25,46.25,837078.6035,339,21367,9036,1,,,Weematel,Uxaa,0
ADF1512,1193,39.77,1230.718,14,118.75,1051201.288,119,17649,14766,1,,,PQza,Uxaa,0
ADF1515,164,5.47,1244.8544,1.75,36.25,8571344.329,328,7741,5151,1,,,ToCall,Uxaa,0
ADF1520,135,4.50,1249.6436,7.01,45,79659.8047,445,2816,4601,2,,,Uxaa,Uxaa,0
ADF1555,116,3.87,22.58,7,2.5,7.0996,1,1308,0,2,,3G,Uxaa,Uxaa,1
ADF1556,3012,100.40,27.1576,2.35,0,10.6357,23,228,762,3,,,Uxaa,Uxaa,1
ADF1572,544,18.13,50.816,9.56,1.25,56206.7686,13,108,790,1,,,Weematel,Uxaa,1
ADF1579,3171,105.70,63.0368,23.09,8.75,14.0781,4,477,586,1,,,Uxaa,Uxaa,1
ADF1581,3702,123.40,65.498,33.23,1.55,114.2627,6,895,0,1,,,Uxaa,Uxaa,1
ADF1592,95,3.17,78.56,5.25,6.25,5200.3105,4,3048,299,1,,,Uxaa,Uxaa,1
ADF1593,105,3.50,79.836,12.25,1.25,2005.1065,9,2904,2940,2,,,Mango,Uxaa,1
ADF1612,1587,52.90,114.9604,17.76,1.25,68.9609,369,4584,623,1,,,Uxaa,Uxaa,1
ADF1613,107,3.57,115.1564,42.01,0,122431.9521,21,3084,2735,1,,3G,Uxaa,Uxaa,1
ADF1629,99,3.30,141.91,0,20,17733.4561,23,4044,336,1,,3G,Uxaa,Uxaa,1
ADF1631,974,32.47,146.438,22.85,17.5,900.5996,30,918,2200,1,,,PQza,Uxaa,1
ADF1641,108,3.60,170.8664,1.75,45,435072.4121,44,8184,3066,1,,3G,Uxaa,Uxaa,1
ADF1701,2848,94.93,841.11,28.8,107.5,3094742.592,633,5004,9125,1,,,PQza,Uxaa,1
ADF1705,1842,61.40,867.432,43.07,22.5,66744.501,127,15198,16289,1,,,Mango,Uxaa,1
ADF1709,1268,42.27,898.31,137.65,5,131.457,84,26304,27511,1,,,PQza,Uxaa,1
ADF1723,1490,49.67,968.9784,21.98,38.75,72254.877,130,9538,40849,1,,,Uxaa,Uxaa,1
ADF1735,658,21.93,1007.1192,26.1,3.75,63.0967,149,27397,37077,1,,,Uxaa,Uxaa,1
ADF1739,4639,154.63,1032.86,9.62,0,133045.291,159,7493,5832,3,,3G,ToCall,Uxaa,1
ADF1740,266,8.87,1033.3,28.17,23.75,267228.8955,136,18492,20333,1,,3G,PQza,Uxaa,1
ADF1743,2630,87.67,1082.948,13.15,1.25,256886.8711,576,3024,9907,1,,,Mango,Uxaa,1
ADF1752,103,3.43,1122.6644,0,0,4893.3984,187,104508,2717,1,,3G,PQza,Uxaa,1
ADF1764,116,3.87,1228.8328,75.25,106.25,8530512.186,108,17904,26092,6,,3G,PQza,Uxaa,1
ADF1775,1774,59.13,1303.78,39.33,7.5,8.1387,322,29595,68526,2,,,Uxaa,Uxaa,1
ADF1780,4064,135.47,1342.04,49.15,1.25,19366.5986,262,16662,42827,16,,,PQza,Uxaa,1
ADF1823,4149,138.30,2048.5,162.9,2.5,224761.9971,196,21042,65694,1,,,ToCall,Uxaa,1
ADF1829,1530,51.00,2232.41,40.05,87.5,1836078.495,421,5400,47099,11,,,ToCall,Uxaa,1
ADF1888,1687,56.23,875.4,0,0,750989.0469,113,0,0,1,,,Weematel,Weematel,0
ADF1892,3853,128.43,7466.5368,16.15,53.75,2912.3389,1406,158880,379475,3,,,Zintel,Weematel,0
ADF1906,1276,42.53,683.2504,11.96,85,561798.5225,6,0,1529,2,,,Weematel,Weematel,1
ADF1915,1447,48.23,1256.51,13.06,36.25,1077175.15,340,48,60629,1,,,Weematel,Weematel,1
ADF1954,113,3.77,135.34,0,20,740.4785,19,120,3024,1,,3G,Mango,Zintel,0
ADF1956,136,4.53,270.3344,6.58,2.5,7410.7529,62,9504,10820,1,,,PQza,Zintel,0
ADF1965,1795,59.83,1024.846,111.99,10,493671.9863,149,18202,40730,2,,,Mango,Zintel,0
ADF1967,203,6.77,1143.4972,19.84,13.75,261.9307,284,360,81341,3,,,Zintel,Zintel,0
ADF1971,109,3.63,45.09,0,0,658162.2734,20,240,3611,1,,3G,Uxaa,Zintel,1
ADF1982,904,30.13,161.13,0,17.5,45187.7549,57,1728,10529,1,,,ToCall,Zintel,1
,,,,,,,,,,,,,,,
